FID,IID,POPULATION,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
MXL27,MXL27,MXL,0.0065,-0.0115,-0.0137,0.0578,-0.0046,0.0007,-0.0007,-0.0022,-0.0022,0.0136
MXL28,MXL28,MXL,0.0059,-0.0225,-0.0171,0.0891,0.0053,0.003,-0.0006,-0.0028,0.0025,0.0039
MXL29,MXL29,MXL,0.0056,-0.0215,-0.0179,0.0875,0.0069,0.0041,0.0028,0.0032,0.0075,0.0007
MXL30,MXL30,MXL,0.006,-0.0237,-0.0168,0.0939,0.0056,0.0028,-0.0006,-0.0008,0.0016,-0.0019
MXL31,MXL31,MXL,0.0062,-0.0234,-0.0189,0.0936,0.0085,0.0053,0.0014,0.0048,0.0042,0.0025
MXL32,MXL32,MXL,0.0066,-0.0116,-0.0132,0.0604,0.0002,0.0013,0.0007,-0.003,-0.0121,0.0117
MXL33,MXL33,MXL,0.0056,-0.02,-0.0161,0.0822,-0.0002,0.0028,-0.0004,-0.0007,-0.0008,-0.0022
MXL34,MXL34,MXL,0.0053,-0.0168,-0.0161,0.071,0.0043,-0.0041,0.0014,0.0035,-0.003,-0.0127
MXL35,MXL35,MXL,0.0058,-0.0189,-0.0169,0.0797,0.0031,-0.0006,-0.001,0,-0.0042,0.0018
MXL36,MXL36,MXL,0.0053,-0.014,-0.0142,0.065,-0.0013,-0.0022,-0.0009,0.0001,-0.0019,0.0056
MXL37,MXL37,MXL,0.0062,-0.0079,-0.0116,0.0481,-0.0035,0.0012,-0.0032,0.0017,-0.0067,-0.0088
MXL38,MXL38,MXL,0.0061,-0.0047,-0.0084,0.0288,-0.0039,0.0022,-0.0004,0.001,-0.0101,-0.0069
MXL39,MXL39,MXL,0.0068,0.0002,-0.01,0.0247,-0.0093,-0.0061,0.002,-0.0049,-0.0234,0.0031
MXL40,MXL40,MXL,0.0065,-0.008,-0.0125,0.0477,-0.0045,0.0022,0.0009,-0.0068,-0.0026,0.0123
MXL41,MXL41,MXL,0.0045,-0.0139,-0.0147,0.0645,-0.0028,0.0004,0.0024,-0.0031,-0.0056,0.0086
MXL42,MXL42,MXL,0.0045,-0.007,-0.0107,0.0445,-0.0042,-0.0034,-0.0027,-0.0145,-0.0012,0.0151
MXL43,MXL43,MXL,0.0059,-0.0171,-0.0158,0.0734,0.0041,0.0027,0.0011,0.0048,-0.003,-0.0158
MXL44,MXL44,MXL,0.0056,-0.0161,-0.0142,0.0717,0.003,0.0027,-0.0019,-0.0002,0.0049,0.0149
MXL45,MXL45,MXL,0.0049,-0.0091,-0.0131,0.0514,-0.0093,-0.0061,-0.0018,-0.0025,-0.0054,0.0116
MXL46,MXL46,MXL,0.0042,-0.0109,-0.0135,0.0591,-0.0031,0,-0.0009,-0.0099,0.0045,0.0084
MXL47,MXL47,MXL,0.0059,-0.003,-0.0113,0.0344,-0.0138,-0.0004,-0.0029,0.0017,0.0141,0.0158
MXL48,MXL48,MXL,0.0054,-0.0037,-0.0108,0.037,-0.0053,-0.0023,-0.0038,-0.0059,-0.0037,0.0137
MXL49,MXL49,MXL,0.0055,-0.0066,-0.0124,0.0467,-0.0073,-0.0103,-0.0032,-0.0062,-0.001,0.0098
MXL50,MXL50,MXL,0.0069,-0.0028,-0.0099,0.0324,-0.0121,-0.0052,-0.0015,-0.0028,0.0004,0.0177
MXL51,MXL51,MXL,0.0053,-0.0063,-0.0111,0.0452,-0.005,-0.0019,0.0002,-0.0069,0.0004,0.0179
MXL52,MXL52,MXL,0.0033,-0.0056,-0.0111,0.0431,-0.0081,-0.0009,-0.0006,-0.0103,-0.0108,0.0009
MXL53,MXL53,MXL,0.004,-0.0053,-0.011,0.0415,-0.0089,-0.003,-0.0023,-0.0067,0,0.0185
MXL54,MXL54,MXL,0.0063,-0.0001,-0.0079,0.0267,-0.013,-0.0041,0.0028,-0.0071,-0.0025,0.0291
MXL55,MXL55,MXL,0.0065,-0.0018,-0.0109,0.0349,-0.0115,-0.0028,-0.0038,-0.0026,-0.015,-0.0114
MXL56,MXL56,MXL,0.0047,-0.0056,-0.0107,0.0419,-0.0065,-0.0014,-0.0004,-0.0096,0.0001,0.0155
MXL57,MXL57,MXL,0.0062,-0.0153,-0.0151,0.0714,-0.0044,-0.0002,-0.0043,0.0002,-0.0079,-0.018
MXL58,MXL58,MXL,0.0048,-0.0137,-0.0148,0.0654,-0.0023,0.0036,-0.004,-0.0004,0.0026,0.0019
MXL59,MXL59,MXL,0.0056,-0.0103,-0.0117,0.0543,-0.0085,-0.0014,-0.0043,0.0024,-0.0017,-0.0114
MXL60,MXL60,MXL,0.0046,-0.0124,-0.0132,0.0617,-0.0058,-0.0024,0.0005,0.0004,0.004,0.0192
MXL61,MXL61,MXL,0.0048,-0.0055,-0.0085,0.0403,-0.0099,-0.007,-0.0034,-0.0065,-0.0118,-0.0047
MXL62,MXL62,MXL,0.0056,-0.0011,-0.0079,0.0288,-0.0111,-0.0034,-0.0036,-0.0028,-0.0055,0.0047
MXL63,MXL63,MXL,0.0066,0,-0.0101,0.0269,-0.0154,0.0006,-0.0017,-0.0049,-0.0037,0.0164
MXL64,MXL64,MXL,0.0049,-0.0059,-0.0111,0.0449,-0.0052,0.0001,-0.0035,-0.0065,-0.0129,-0.0039
ASW10,ASW10,ASW,-0.024,0.0056,-0.002,-0.0006,0.0066,0.0042,0.0015,0.0217,0.0029,-0.0036
ASW11,ASW11,ASW,-0.0236,0.0064,-0.0019,0.0006,0.007,0.0019,0.0001,0.007,0.0052,0.0008
ASW12,ASW12,ASW,-0.0251,0.0066,-0.0027,-0.0012,0.0053,0.0024,-0.0003,0.0117,-0.0092,-0.0151
ASW13,ASW13,ASW,-0.0285,0.005,-0.0029,-0.0016,0.0053,0.0024,0.0132,0.0093,0.0076,0.0163
ASW14,ASW14,ASW,-0.0286,0.0054,-0.0017,-0.0019,0.0032,0.0022,0.0036,0.0085,-0.0078,-0.0129
ASW15,ASW15,ASW,-0.0322,0.005,-0.0021,0.001,0.001,0.0011,0.0043,0.0018,0.0067,0.0049
ASW16,ASW16,ASW,-0.0276,0.0058,-0.0027,-0.0007,0.0056,0.0009,0.002,0.0116,-0.0013,0.0042
ASW17,ASW17,ASW,-0.0313,0.0053,-0.0038,-0.0002,-0.0005,0.0032,0.0061,0.0126,-0.0071,-0.004
ASW18,ASW18,ASW,-0.0306,0.0051,-0.0021,0.0021,0.0021,0.0023,0.0018,0.0089,-0.0059,-0.0061
ASW19,ASW19,ASW,-0.0289,0.0051,-0.0033,-0.0002,0.0059,0.0025,0.0007,0.0107,-0.0075,0.0036
ASW20,ASW20,ASW,-0.0226,0.0066,-0.0028,-0.0022,0.0009,0.0025,0.0014,0.0116,-0.0061,-0.0159
ASW21,ASW21,ASW,-0.0313,0.0053,-0.0013,-0.0011,0.0038,0.0024,0.0003,0.004,-0.0002,-0.0082
ASW22,ASW22,ASW,-0.0321,0.0056,-0.0024,0.0002,0.0026,0.0019,-0.0005,0.0047,-0.0015,0.0012
ASW23,ASW23,ASW,-0.0323,0.0054,-0.0021,-0.0001,0.0018,-0.0016,-0.0007,0.0114,-0.0013,-0.0019
ASW24,ASW24,ASW,-0.0172,0.0032,-0.0037,0.0062,0.0056,0.0052,0.0039,0.0038,-0.0014,-0.0034
ASW25,ASW25,ASW,-0.0227,0.0062,-0.0028,-0.0007,0.0074,0.0016,0.0025,0.0109,0.0233,0.0307
ASW26,ASW26,ASW,-0.0186,0.0075,-0.0018,-0.0024,0.0062,0.0053,-0.0002,0.0057,0.0119,0.0073
ASW27,ASW27,ASW,-0.0309,0.0052,-0.0023,-0.0013,0.0046,0.0007,0.0052,0.0064,-0.0015,-0.0092
ASW28,ASW28,ASW,-0.0303,0.0056,-0.0007,-0.0002,0.0018,0.0028,0.0081,0.0105,-0.0035,-0.0095
ASW29,ASW29,ASW,-0.0226,0.0059,-0.0036,-0.0019,0.0049,0.0022,0.0019,0.0087,0.0133,0.0036
ASW30,ASW30,ASW,-0.0322,0.0055,-0.0022,-0.0006,0.0022,-0.0003,0.0003,0.0051,-0.0017,-0.0029
ASW31,ASW31,ASW,-0.0063,-0.0086,-0.0092,0.0416,0.0091,0.0064,0.0016,0.0066,0.0028,0.0066
ASW32,ASW32,ASW,-0.0281,0.006,-0.003,-0.0021,0.0006,0.002,0.0046,0.0083,0.0052,-0.0029
ASW33,ASW33,ASW,-0.0124,0.0082,-0.0032,-0.0021,0.0077,0.0012,0.001,0.0106,-0.0014,-0.0125
ASW34,ASW34,ASW,-0.029,0.0053,-0.002,-0.0016,0.0049,0.005,0.0135,0.0118,-0.0034,0.0014
ASW35,ASW35,ASW,-0.0239,0.0058,-0.003,-0.0001,0.0048,0.0018,-0.0035,0.0062,0.0103,0.0134
ASW36,ASW36,ASW,-0.0285,0.0053,-0.002,-0.0006,0.0012,0.0007,0.0049,0.0048,-0.0047,0.0033
ASW37,ASW37,ASW,-0.0261,0.0062,-0.0024,-0.0019,0.0016,0.0002,0.0064,0.0139,0.0004,-0.0001
ASW38,ASW38,ASW,-0.0353,0.0049,-0.0016,-0.0008,-0.0002,-0.0004,-0.007,0.0038,-0.0038,0.0075
ASW39,ASW39,ASW,-0.0299,0.0056,-0.0021,-0.0001,0.0049,0.0036,0.0096,0.0101,0.0001,0.0132
ASW40,ASW40,ASW,-0.026,0.0051,-0.0031,-0.0016,0.0001,0.0018,-0.0019,0.0055,0.0008,-0.0011
ASW41,ASW41,ASW,-0.0334,0.0043,-0.0023,-0.0003,0.0018,0.0025,0.0056,0.0105,-0.0033,-0.0033
ASW42,ASW42,ASW,-0.0114,-0.0074,-0.0088,0.0383,0.0121,-0.003,-0.0025,0.0062,0.0012,-0.0018
ASW43,ASW43,ASW,0.007,-0.0129,-0.013,0.0573,0.0123,-0.0007,-0.0022,0.0036,0.0125,0.0039
ASW44,ASW44,ASW,-0.0227,0.0068,-0.0023,-0.0012,0.0025,0.0024,0.0055,0.0176,-0.0041,-0.0191
ASW45,ASW45,ASW,-0.0232,0.0053,-0.0032,0.0023,0.0023,0.0037,0.0062,0.0174,-0.0078,-0.0148
ASW46,ASW46,ASW,-0.0309,0.0048,-0.0024,-0.0004,0.0044,0.0022,0.0082,0.0149,-0.0059,-0.0041
ASW47,ASW47,ASW,-0.0261,0.0063,-0.0026,-0.0006,0.007,0.003,0.0066,0.0167,-0.0077,-0.0103
ASW48,ASW48,ASW,-0.0262,0.0056,-0.0023,-0.0012,0.004,0.0027,0.0099,0.0161,-0.0015,-0.0052
ASW49,ASW49,ASW,-0.0201,0.0069,-0.0024,-0.0017,0.0088,0.0044,-0.0007,0.0102,0.0111,-0.0045
ASW50,ASW50,ASW,-0.0305,0.0043,-0.0027,0.0034,0.0027,0.0026,0.0028,0.0089,0.0043,0.0058
ASW51,ASW51,ASW,-0.0289,0.0051,-0.0028,-0.0016,0.0044,0.004,0.0048,0.0118,0.0015,0.0113
ASW52,ASW52,ASW,-0.0185,0.0067,-0.004,-0.0019,0.0024,0.0003,0.0067,0.0084,-0.0095,-0.0097
ASW53,ASW53,ASW,-0.0285,0.0047,-0.0028,-0.0008,0.0029,0.0023,0.0017,0.009,0,0.004
ASW54,ASW54,ASW,-0.0291,0.0053,-0.0018,-0.0019,0.0035,0.0019,-0.0003,0.0016,0.0068,0.0026
ASW55,ASW55,ASW,-0.0214,0.0064,-0.0029,-0.0024,0.0011,0.0017,0.0038,0.0153,0.0016,0.0137
ASW56,ASW56,ASW,-0.0283,0.0056,-0.002,-0.0013,0.012,0.003,-0.001,0.0081,0.0082,-0.0007
ASW57,ASW57,ASW,-0.0306,0.0055,-0.0017,-0.0007,-0.0013,-0.0055,0.0041,0.004,0.0044,-0.0024
ASW58,ASW58,ASW,-0.0317,0.0049,-0.0015,-0.0004,0.0034,0.0019,0.0082,0.0114,0.0003,0.0056
ASW59,ASW59,ASW,-0.0248,0.0061,-0.0035,-0.0003,0.0072,0.0075,0.0008,0.0213,0.0024,-0.0105
ASW60,ASW60,ASW,-0.0253,0.0062,-0.0035,0.0001,0.0079,0.0062,-0.0021,0.0194,-0.0026,-0.0154
ASW61,ASW61,ASW,-0.0256,0.0051,-0.0025,0.0021,0.0071,0.0002,0.0042,0.0142,0.0004,-0.0084
TSI1,TSI1,TSI,0.0095,0.0111,-0.0023,-0.006,-0.0255,-0.0106,0.0023,-0.0076,-0.0175,0.0189
TSI2,TSI2,TSI,0.0096,0.0114,-0.0029,-0.0053,-0.0221,-0.0101,0.0047,-0.012,-0.0333,-0.0014
TSI3,TSI3,TSI,0.0093,0.0106,-0.0024,-0.0048,-0.0273,-0.0092,0.0004,-0.0081,-0.0036,0.0291
TSI4,TSI4,TSI,0.0091,0.0119,-0.0035,-0.0047,-0.0241,-0.0103,0.0058,-0.009,-0.0208,0.0122
TSI5,TSI5,TSI,0.0094,0.0108,-0.0023,-0.0052,-0.0245,-0.0106,0.0061,-0.0078,-0.0054,0.0129
TSI6,TSI6,TSI,0.0092,0.0112,-0.0019,-0.005,-0.0244,-0.005,0.0033,-0.0113,-0.0009,0.0443
TSI7,TSI7,TSI,0.0091,0.0111,-0.0012,-0.0042,-0.0276,-0.0114,0.0014,-0.0124,-0.0191,0.0069
TSI8,TSI8,TSI,0.009,0.0112,-0.0018,-0.0035,-0.0284,-0.0127,0.0025,-0.0077,-0.0166,0.0113
TSI9,TSI9,TSI,0.0091,0.0112,-0.0027,-0.005,-0.0233,-0.01,0.0021,-0.0055,-0.0086,0.0322
TSI10,TSI10,TSI,0.0092,0.0108,-0.0021,-0.0048,-0.0254,-0.0065,-0.0035,-0.0052,-0.0217,-0.0168
TSI11,TSI11,TSI,0.0093,0.0113,-0.0032,-0.0056,-0.0318,-0.0108,-0.0028,-0.0102,-0.026,0.0173
TSI12,TSI12,TSI,0.009,0.0108,-0.0026,-0.006,-0.0294,-0.0109,-0.0013,-0.0094,-0.0011,0.0299
TSI13,TSI13,TSI,0.0093,0.0109,-0.0015,-0.0058,-0.0265,-0.0101,0,-0.0154,-0.022,0.0156
TSI14,TSI14,TSI,0.0096,0.0109,-0.0025,-0.0045,-0.0216,-0.008,0.0012,-0.0076,-0.0285,-0.0066
TSI15,TSI15,TSI,0.0095,0.0106,-0.0022,-0.0067,-0.0275,-0.007,-0.001,-0.0024,-0.0021,0.0384
TSI16,TSI16,TSI,0.0095,0.0114,-0.0041,-0.005,-0.0267,-0.0116,-0.0017,-0.0153,-0.0186,0.0156
TSI17,TSI17,TSI,0.0092,0.0111,-0.0037,-0.0039,-0.0224,-0.0094,-0.0051,-0.0071,-0.0168,0.0304
TSI18,TSI18,TSI,0.009,0.0111,-0.0028,-0.0062,-0.0286,-0.0087,0.0056,-0.0109,-0.0127,0.018
TSI19,TSI19,TSI,0.0091,0.0111,-0.0029,-0.0071,-0.024,-0.0077,0.0019,-0.0103,-0.0237,0.0088
TSI20,TSI20,TSI,0.009,0.0119,-0.0016,-0.0053,-0.028,-0.0115,-0.0012,-0.0092,-0.0264,0.0037
TSI21,TSI21,TSI,0.0091,0.0108,-0.0028,-0.0037,-0.0245,-0.0099,-0.0002,-0.0115,-0.0093,0.0462
TSI22,TSI22,TSI,0.0096,0.0113,-0.0038,-0.0064,-0.0219,-0.0088,0.0028,-0.0059,-0.0242,0.0103
TSI23,TSI23,TSI,0.0089,0.0115,-0.0021,-0.0064,-0.0254,-0.01,0.0011,-0.0069,-0.027,-0.0187
TSI24,TSI24,TSI,0.0095,0.0112,-0.0037,-0.0039,-0.023,-0.0111,-0.0005,-0.0077,-0.0044,0.0258
TSI25,TSI25,TSI,0.0093,0.0109,-0.0027,-0.0056,-0.0263,-0.0102,0.0026,-0.0025,-0.0305,-0.0039
TSI26,TSI26,TSI,0.0087,0.0113,-0.0036,-0.0059,-0.0306,-0.0088,-0.0013,-0.0116,-0.0296,-0.0114
TSI27,TSI27,TSI,0.0093,0.0113,-0.0039,-0.0056,-0.024,-0.0104,0.0009,-0.0139,-0.0169,0.0152
TSI28,TSI28,TSI,0.0093,0.011,-0.0028,-0.0057,-0.0288,-0.0091,0.0022,-0.0131,-0.0209,0.0176
TSI29,TSI29,TSI,0.009,0.011,-0.0031,-0.0046,-0.0319,-0.0086,-0.0002,-0.0108,-0.0141,0.032
TSI30,TSI30,TSI,0.0092,0.0117,-0.002,-0.0047,-0.0287,-0.0087,-0.0011,-0.0058,-0.0259,-0.0051
TSI31,TSI31,TSI,0.0091,0.0116,-0.0028,-0.0055,-0.0279,-0.0079,-0.0001,-0.0061,-0.0236,-0.01
TSI32,TSI32,TSI,0.0094,0.0116,-0.0041,-0.0047,-0.0242,-0.0098,0.0041,-0.0046,-0.0223,-0.0137
TSI33,TSI33,TSI,0.0091,0.0113,-0.0031,-0.0054,-0.0252,-0.0106,0.0011,-0.0078,-0.0107,0.0319
TSI34,TSI34,TSI,0.0087,0.0114,-0.0036,-0.0048,-0.0298,-0.0103,0.003,-0.0089,-0.0372,-0.001
TSI35,TSI35,TSI,0.0089,0.0117,-0.0025,-0.0051,-0.0286,-0.0104,-0.0026,-0.0103,-0.0303,-0.0116
TSI36,TSI36,TSI,0.0094,0.0115,-0.0033,-0.0044,-0.0234,-0.0068,-0.0036,-0.0079,-0.0247,-0.0087
TSI37,TSI37,TSI,0.0091,0.0116,-0.0037,-0.0053,-0.0237,-0.0096,0.0005,-0.0018,-0.0104,0.0087
TSI38,TSI38,TSI,0.0093,0.0108,-0.0036,-0.0063,-0.0227,-0.0082,-0.0009,-0.0101,-0.0013,0.0308
TSI39,TSI39,TSI,0.009,0.0116,-0.0037,-0.0054,-0.0274,-0.0105,0.0016,-0.0092,-0.0062,0.0077
TSI40,TSI40,TSI,0.0093,0.0112,-0.0025,-0.006,-0.0276,-0.0103,-0.0024,-0.0099,-0.0193,0.0042
TSI41,TSI41,TSI,0.0094,0.0114,-0.0031,-0.0057,-0.0269,-0.0131,0.0067,-0.0071,-0.0157,0.0172
TSI42,TSI42,TSI,0.0091,0.0116,-0.0037,-0.005,-0.0242,-0.0109,0.0016,-0.015,-0.0301,-0.0203
TSI43,TSI43,TSI,0.0092,0.011,-0.0047,-0.0063,-0.028,-0.0098,0.0042,-0.0033,-0.0181,0.0179
TSI44,TSI44,TSI,0.0093,0.012,-0.0037,-0.0053,-0.028,-0.0096,0.0012,-0.0132,-0.0211,0.0127
TSI45,TSI45,TSI,0.0092,0.0113,-0.002,-0.0073,-0.0231,-0.0083,0.0011,-0.0086,-0.027,-0.0097
TSI46,TSI46,TSI,0.0091,0.0112,-0.0026,-0.0067,-0.027,-0.01,0.0013,-0.0009,-0.0175,-0.0152
TSI47,TSI47,TSI,0.009,0.0112,-0.0026,-0.0056,-0.0298,-0.0105,0.0046,-0.0143,-0.0075,0.0349
TSI48,TSI48,TSI,0.009,0.0115,-0.0019,-0.0057,-0.0274,-0.0134,0.0009,-0.0106,-0.0279,-0.0133
TSI49,TSI49,TSI,0.0089,0.0112,-0.0032,-0.0064,-0.0261,-0.0109,0.0053,-0.016,-0.0314,0
TSI50,TSI50,TSI,0.0091,0.011,-0.0037,-0.0042,-0.0264,-0.0102,0.001,-0.0102,-0.0125,0.042
TSI51,TSI51,TSI,0.0093,0.0121,-0.0019,-0.0052,-0.0256,-0.0115,0.0031,-0.0074,-0.0055,0.0348
TSI52,TSI52,TSI,0.0089,0.0109,-0.0027,-0.006,-0.0234,-0.0087,0.0014,-0.0137,-0.0187,0.0337
TSI53,TSI53,TSI,0.0089,0.0113,-0.0032,-0.0058,-0.0284,-0.016,-0.0016,-0.0149,-0.016,0.0274
TSI54,TSI54,TSI,0.009,0.0114,-0.0011,-0.0059,-0.0224,-0.0092,0.003,-0.0029,-0.0203,0.0234
TSI55,TSI55,TSI,0.0093,0.0113,-0.0025,-0.0055,-0.0256,-0.0085,-0.0027,-0.0082,-0.0294,-0.0137
TSI56,TSI56,TSI,0.0093,0.0111,-0.0039,-0.0063,-0.02,-0.0093,0.0005,-0.0122,-0.0186,-0.0159
TSI57,TSI57,TSI,0.0095,0.0114,-0.0027,-0.0056,-0.0251,-0.01,0.0023,-0.004,-0.0224,0.01
TSI58,TSI58,TSI,0.009,0.0116,-0.002,-0.0063,-0.026,-0.0094,-0.0018,-0.0093,-0.0343,-0.0044
TSI59,TSI59,TSI,0.0097,0.0112,-0.0032,-0.0065,-0.0214,-0.0078,-0.0015,-0.0135,-0.0053,0.0363
TSI60,TSI60,TSI,0.0092,0.0117,-0.0041,-0.0055,-0.0221,-0.0109,0.0007,-0.0123,-0.0184,0.0242
TSI61,TSI61,TSI,0.0088,0.0116,-0.0019,-0.0071,-0.0273,-0.0117,-0.0032,-0.0084,-0.0338,-0.0026
TSI62,TSI62,TSI,0.0091,0.0115,-0.0013,-0.004,-0.0244,-0.0082,0,-0.0092,-0.0144,0.0249
TSI63,TSI63,TSI,0.0091,0.0109,-0.0031,-0.006,-0.0255,-0.0058,0.003,-0.0025,-0.0247,0.0069
TSI64,TSI64,TSI,0.0093,0.0113,-0.0023,-0.0054,-0.0252,-0.0087,0.0011,-0.0057,-0.0274,-0.0153
TSI65,TSI65,TSI,0.0091,0.0118,-0.0028,-0.0052,-0.0249,-0.0054,-0.0065,-0.012,-0.0398,-0.0116
TSI66,TSI66,TSI,0.0091,0.0109,-0.0018,-0.0044,-0.0286,-0.0059,-0.0047,-0.0084,-0.0122,0.011
TSI67,TSI67,TSI,0.0092,0.0118,-0.0023,-0.0055,-0.0257,-0.0141,-0.0001,-0.0079,-0.0183,0.0114
TSI68,TSI68,TSI,0.0089,0.0115,-0.0029,-0.0059,-0.0275,-0.0163,0.0006,-0.0091,-0.0293,-0.0122
TSI69,TSI69,TSI,0.0092,0.0109,-0.0014,-0.0054,-0.0237,-0.0079,-0.0014,-0.0099,-0.0071,0.0387
TSI70,TSI70,TSI,0.009,0.0113,-0.0018,-0.0053,-0.03,-0.0119,-0.0007,-0.0096,-0.0186,0.0038
TSI71,TSI71,TSI,0.0091,0.0114,-0.0025,-0.0048,-0.0247,-0.0136,-0.0011,-0.0147,-0.0304,0.0084
TSI72,TSI72,TSI,0.0093,0.0113,-0.0027,-0.006,-0.0211,-0.0127,-0.0001,-0.0083,-0.0387,-0.0037
TSI73,TSI73,TSI,0.009,0.0115,-0.0024,-0.0054,-0.0252,-0.0122,0.0035,-0.0062,-0.0147,0.0107
TSI74,TSI74,TSI,0.0092,0.0109,-0.0035,-0.0051,-0.0231,-0.0066,0.0025,-0.0089,-0.0284,-0.0145
TSI75,TSI75,TSI,0.0091,0.0111,-0.002,-0.0034,-0.0283,-0.01,0.0023,-0.0076,-0.0187,0.0109
TSI76,TSI76,TSI,0.0087,0.0114,-0.002,-0.006,-0.0311,-0.0104,0.0025,-0.009,-0.0255,0.0176
TSI77,TSI77,TSI,0.0094,0.0119,-0.0029,-0.0056,-0.0235,-0.0106,-0.0011,-0.0047,-0.031,-0.0056
TSI78,TSI78,TSI,0.0095,0.0113,-0.0036,-0.0039,-0.025,-0.0071,0.0017,-0.0069,-0.0158,0.0144
TSI79,TSI79,TSI,0.0088,0.0114,-0.0029,-0.0042,-0.0318,-0.0096,0.0036,-0.0135,-0.0309,-0.0023
TSI80,TSI80,TSI,0.0091,0.0117,-0.0025,-0.0045,-0.0252,-0.0105,0.0002,-0.0142,-0.0287,-0.015
TSI81,TSI81,TSI,0.0087,0.0113,-0.0016,-0.0058,-0.0268,-0.0097,-0.0009,-0.012,-0.0299,-0.0073
TSI82,TSI82,TSI,0.0091,0.0108,-0.003,-0.0049,-0.0254,-0.0127,-0.0027,-0.0083,-0.0089,0.0332
TSI83,TSI83,TSI,0.0094,0.0116,-0.0034,-0.0062,-0.0325,-0.0088,-0.001,-0.0107,-0.0255,-0.0141
TSI84,TSI84,TSI,0.0094,0.0118,-0.0031,-0.0059,-0.0309,-0.0078,0.0006,-0.0059,-0.0224,0.0183
TSI85,TSI85,TSI,0.0094,0.012,-0.0036,-0.0041,-0.0232,-0.0092,0.0039,-0.0091,-0.0344,-0.0085
TSI86,TSI86,TSI,0.0092,0.0116,-0.0046,-0.0068,-0.03,-0.0116,0.0015,-0.0024,-0.0335,0
TSI87,TSI87,TSI,0.0092,0.0118,-0.0023,-0.0048,-0.0219,-0.0047,-0.0023,-0.001,-0.0171,0.012
TSI88,TSI88,TSI,0.009,0.0116,-0.004,-0.0059,-0.0241,-0.0119,0.0006,-0.0087,-0.0301,-0.013
TSI89,TSI89,TSI,0.0094,0.0119,-0.004,-0.0059,-0.0288,-0.0059,-0.0009,-0.0071,-0.0289,0.0107
TSI90,TSI90,TSI,0.0093,0.0117,-0.0032,-0.0056,-0.0273,-0.011,0,-0.0063,-0.029,-0.0012
TSI91,TSI91,TSI,0.0092,0.0114,-0.0023,-0.0065,-0.0228,-0.0076,-0.0004,-0.008,-0.0092,0.0104
TSI92,TSI92,TSI,0.0091,0.0112,-0.0036,-0.0059,-0.0272,-0.0141,0.0002,-0.0127,-0.0284,-0.0084
TSI93,TSI93,TSI,0.009,0.011,-0.0023,-0.0071,-0.0221,-0.0091,-0.0001,-0.0134,-0.014,0.0048
TSI94,TSI94,TSI,0.0089,0.0116,-0.003,-0.0044,-0.0294,-0.0116,0.0021,-0.012,-0.0202,0.0136
TSI95,TSI95,TSI,0.0089,0.0119,-0.0017,-0.003,-0.0245,-0.0053,-0.0016,-0.0085,-0.017,0.0062
TSI96,TSI96,TSI,0.0096,0.0109,-0.0036,-0.0038,-0.0267,-0.0121,-0.0007,-0.0068,-0.0145,0.0106
TSI97,TSI97,TSI,0.0092,0.0115,-0.0017,-0.0042,-0.0257,-0.0061,0.0028,-0.0107,-0.0007,0.0262
TSI98,TSI98,TSI,0.0087,0.0111,-0.0024,-0.0059,-0.0242,-0.0118,0.0005,-0.0156,-0.0184,0.0191
TSI99,TSI99,TSI,0.0091,0.0116,-0.0035,-0.0057,-0.0252,-0.0056,-0.0027,-0.0066,-0.0296,-0.0129
TSI100,TSI100,TSI,0.0094,0.0109,-0.0026,-0.0049,-0.0266,-0.0083,0.0024,-0.0034,-0.0009,0.024
TSI101,TSI101,TSI,0.0093,0.0101,-0.0023,-0.005,-0.0196,-0.0068,0.0006,-0.0121,-0.0171,0.0314
TSI102,TSI102,TSI,0.0089,0.0107,-0.0024,-0.0039,-0.0258,-0.0096,0.002,-0.0119,-0.0228,0.0054
TSI103,TSI103,TSI,0.0088,0.0112,-0.0031,-0.0046,-0.024,-0.0101,-0.0002,-0.0113,-0.024,0.008
TSI104,TSI104,TSI,0.0092,0.0114,-0.002,-0.0051,-0.025,-0.0037,-0.0002,-0.0153,-0.0041,0.0315
TSI105,TSI105,TSI,0.0092,0.0114,-0.0025,-0.0058,-0.0227,-0.0095,0.0015,-0.0107,-0.0167,0.0074
TSI106,TSI106,TSI,0.009,0.0112,-0.0023,-0.0042,-0.0304,-0.0104,0.0024,-0.0082,-0.0023,0.0407
TSI107,TSI107,TSI,0.009,0.0113,-0.0025,-0.0057,-0.0296,-0.0125,-0.0007,-0.0112,-0.0248,0.0253
GIH1,GIH1,GIH,0.005,-0.0049,0.0372,0.0034,0.0019,0.0008,0,0.0088,0.0158,0.0077
GIH2,GIH2,GIH,0.0052,-0.0044,0.0363,0.0031,0.0026,0.0007,0.0021,0.0081,0.0129,0.0111
GIH3,GIH3,GIH,0.0045,-0.0063,0.0446,0.0051,-0.0023,0.0009,-0.0006,0.0083,0.0059,-0.0356
GIH4,GIH4,GIH,0.0044,-0.0067,0.0441,0.0053,0.0023,0.003,-0.0043,0.0062,0.0055,-0.0449
GIH5,GIH5,GIH,0.0061,-0.0028,0.0317,0.0039,0.0072,0.0004,-0.0011,0.0043,0.0113,0.011
